Architecture: alexnet
Load dataset: 13.17 s
Compute features
0 / 5005	Time: 921.638 (921.638)
754 / 5005	Time: 0.453 (1.935)
755 / 5005	Time: 1.505 (1.935)
756 / 5005	Time: 0.250 (1.933)
757 / 5005	Time: 1.403 (1.932)
758 / 5005	Time: 0.904 (1.931)
759 / 5005	Time: 1.755 (1.930)
760 / 5005	Time: 0.853 (1.929)
761 / 5005	Time: 1.554 (1.928)
762 / 5005	Time: 0.954 (1.927)
763 / 5005	Time: 1.654 (1.927)
764 / 5005	Time: 0.754 (1.925)
765 / 5005	Time: 1.454 (1.925)
766 / 5005	Time: 1.054 (1.924)
767 / 5005	Time: 1.254 (1.923)
768 / 5005	Time: 1.003 (1.921)
769 / 5005	Time: 1.003 (1.920)
770 / 5005	Time: 0.553 (1.919)
771 / 5005	Time: 1.559 (1.918)
772 / 5005	Time: 0.703 (1.916)
773 / 5005	Time: 1.454 (1.916)
774 / 5005	Time: 0.753 (1.914)
775 / 5005	Time: 1.303 (1.914)
776 / 5005	Time: 0.904 (1.912)
777 / 5005	Time: 1.454 (1.912)
778 / 5005	Time: 0.905 (1.910)
779 / 5005	Time: 1.705 (1.910)
780 / 5005	Time: 0.551 (1.908)
781 / 5005	Time: 2.105 (1.909)
782 / 5005	Time: 0.404 (1.907)
783 / 5005	Time: 1.905 (1.907)
784 / 5005	Time: 0.603 (1.905)
785 / 5005	Time: 1.903 (1.905)
786 / 5005	Time: 0.301 (1.903)
787 / 5005	Time: 1.803 (1.903)
788 / 5005	Time: 0.704 (1.901)
789 / 5005	Time: 1.953 (1.901)
790 / 5005	Time: 0.503 (1.900)
791 / 5005	Time: 1.956 (1.900)
792 / 5005	Time: 0.552 (1.898)
793 / 5005	Time: 2.005 (1.898)
794 / 5005	Time: 0.054 (1.896)
795 / 5005	Time: 1.986 (1.896)
796 / 5005	Time: 0.036 (1.894)
797 / 5005	Time: 1.967 (1.894)
798 / 5005	Time: 0.038 (1.891)
799 / 5005	Time: 1.710 (1.891)
800 / 5005	Time: 0.036 (1.889)
801 / 5005	Time: 2.670 (1.890)
802 / 5005	Time: 0.038 (1.888)
803 / 5005	Time: 2.319 (1.888)
804 / 5005	Time: 0.038 (1.886)
805 / 5005	Time: 2.106 (1.886)
806 / 5005	Time: 0.039 (1.884)
807 / 5005	Time: 2.005 (1.884)
808 / 5005	Time: 0.108 (1.882)
809 / 5005	Time: 2.105 (1.882)
810 / 5005	Time: 0.103 (1.880)
811 / 5005	Time: 2.256 (1.880)
812 / 5005	Time: 0.153 (1.878)
813 / 5005	Time: 2.205 (1.879)
814 / 5005	Time: 0.252 (1.877)
815 / 5005	Time: 2.156 (1.877)
816 / 5005	Time: 0.302 (1.875)
817 / 5005	Time: 2.104 (1.875)
818 / 5005	Time: 0.406 (1.873)
819 / 5005	Time: 2.215 (1.874)
820 / 5005	Time: 0.038 (1.872)
821 / 5005	Time: 1.904 (1.872)
822 / 5005	Time: 0.101 (1.870)
823 / 5005	Time: 1.804 (1.869)
824 / 5005	Time: 0.350 (1.868)
825 / 5005	Time: 1.969 (1.868)
826 / 5005	Time: 0.039 (1.866)
827 / 5005	Time: 1.805 (1.865)
828 / 5005	Time: 0.452 (1.864)
829 / 5005	Time: 2.069 (1.864)
830 / 5005	Time: 0.039 (1.862)
831 / 5005	Time: 1.302 (1.861)
832 / 5005	Time: 0.502 (1.859)
833 / 5005	Time: 1.353 (1.859)
834 / 5005	Time: 0.708 (1.857)
835 / 5005	Time: 2.008 (1.858)
836 / 5005	Time: 0.653 (1.856)
837 / 5005	Time: 1.205 (1.855)
838 / 5005	Time: 0.353 (1.854)
839 / 5005	Time: 2.025 (1.854)
840 / 5005	Time: 0.038 (1.852)
841 / 5005	Time: 1.868 (1.852)
842 / 5005	Time: 0.038 (1.850)
843 / 5005	Time: 2.053 (1.850)
844 / 5005	Time: 0.153 (1.848)
845 / 5005	Time: 2.007 (1.848)
846 / 5005	Time: 0.303 (1.846)
847 / 5005	Time: 1.955 (1.846)
848 / 5005	Time: 0.256 (1.844)
849 / 5005	Time: 1.854 (1.844)
850 / 5005	Time: 0.553 (1.843)
851 / 5005	Time: 1.710 (1.843)
852 / 5005	Time: 0.756 (1.841)
853 / 5005	Time: 1.602 (1.841)
854 / 5005	Time: 0.753 (1.840)
855 / 5005	Time: 1.706 (1.840)
856 / 5005	Time: 0.756 (1.839)
857 / 5005	Time: 1.613 (1.838)
858 / 5005	Time: 0.853 (1.837)
859 / 5005	Time: 1.554 (1.837)
860 / 5005	Time: 0.653 (1.835)
861 / 5005	Time: 1.605 (1.835)
862 / 5005	Time: 0.852 (1.834)
863 / 5005	Time: 1.652 (1.834)
864 / 5005	Time: 0.754 (1.833)
865 / 5005	Time: 1.506 (1.832)
866 / 5005	Time: 0.354 (1.830)
867 / 5005	Time: 1.056 (1.830)
868 / 5005	Time: 0.254 (1.828)
869 / 5005	Time: 1.256 (1.827)
870 / 5005	Time: 0.300 (1.825)
871 / 5005	Time: 1.257 (1.825)
872 / 5005	Time: 0.036 (1.823)
873 / 5005	Time: 1.755 (1.823)
874 / 5005	Time: 0.042 (1.821)
875 / 5005	Time: 2.670 (1.821)
876 / 5005	Time: 0.037 (1.819)
877 / 5005	Time: 2.575 (1.820)
878 / 5005	Time: 0.038 (1.818)
879 / 5005	Time: 2.170 (1.819)
880 / 5005	Time: 0.039 (1.817)
881 / 5005	Time: 1.969 (1.817)
882 / 5005	Time: 0.039 (1.815)
883 / 5005	Time: 2.370 (1.815)
884 / 5005	Time: 0.039 (1.813)
885 / 5005	Time: 2.325 (1.814)
886 / 5005	Time: 0.039 (1.812)
887 / 5005	Time: 2.119 (1.812)
888 / 5005	Time: 0.037 (1.810)
889 / 5005	Time: 2.317 (1.811)
890 / 5005	Time: 0.036 (1.809)
891 / 5005	Time: 2.469 (1.810)
892 / 5005	Time: 0.038 (1.808)
893 / 5005	Time: 2.371 (1.808)
894 / 5005	Time: 0.038 (1.806)
895 / 5005	Time: 2.120 (1.807)
896 / 5005	Time: 0.038 (1.805)
897 / 5005	Time: 2.068 (1.805)
898 / 5005	Time: 0.038 (1.803)
899 / 5005	Time: 2.320 (1.804)
900 / 5005	Time: 0.038 (1.802)
901 / 5005	Time: 2.120 (1.802)
902 / 5005	Time: 0.039 (1.800)
903 / 5005	Time: 2.219 (1.801)
904 / 5005	Time: 0.036 (1.799)
905 / 5005	Time: 1.820 (1.799)
906 / 5005	Time: 0.037 (1.797)
907 / 5005	Time: 2.270 (1.797)
908 / 5005	Time: 0.037 (1.795)
909 / 5005	Time: 2.519 (1.796)
910 / 5005	Time: 0.038 (1.794)
911 / 5005	Time: 2.524 (1.795)
912 / 5005	Time: 0.036 (1.793)
913 / 5005	Time: 2.420 (1.794)
914 / 5005	Time: 0.041 (1.792)
915 / 5005	Time: 1.553 (1.792)
916 / 5005	Time: 0.038 (1.790)
917 / 5005	Time: 2.770 (1.791)
918 / 5005	Time: 0.039 (1.789)
919 / 5005	Time: 2.267 (1.789)
920 / 5005	Time: 0.036 (1.787)
921 / 5005	Time: 2.169 (1.788)
922 / 5005	Time: 0.039 (1.786)
923 / 5005	Time: 2.369 (1.787)
924 / 5005	Time: 0.039 (1.785)
925 / 5005	Time: 2.169 (1.785)
926 / 5005	Time: 0.036 (1.783)
927 / 5005	Time: 2.319 (1.784)
928 / 5005	Time: 0.039 (1.782)
929 / 5005	Time: 2.173 (1.782)
930 / 5005	Time: 0.038 (1.780)
931 / 5005	Time: 2.820 (1.782)
932 / 5005	Time: 0.041 (1.780)
933 / 5005	Time: 2.470 (1.780)
934 / 5005	Time: 0.039 (1.779)
935 / 5005	Time: 2.520 (1.779)
936 / 5005	Time: 0.038 (1.777)
937 / 5005	Time: 2.419 (1.778)
938 / 5005	Time: 0.037 (1.776)
939 / 5005	Time: 1.668 (1.776)
940 / 5005	Time: 0.038 (1.774)
941 / 5005	Time: 2.570 (1.775)
942 / 5005	Time: 0.038 (1.773)
943 / 5005	Time: 2.117 (1.774)
944 / 5005	Time: 0.036 (1.772)
945 / 5005	Time: 1.718 (1.772)
946 / 5005	Time: 0.039 (1.770)
947 / 5005	Time: 2.283 (1.771)
948 / 5005	Time: 0.039 (1.769)
949 / 5005	Time: 2.106 (1.769)
950 / 5005	Time: 0.038 (1.767)
951 / 5005	Time: 2.319 (1.768)
952 / 5005	Time: 0.042 (1.766)
953 / 5005	Time: 2.219 (1.766)
954 / 5005	Time: 0.038 (1.765)
955 / 5005	Time: 2.419 (1.765)
956 / 5005	Time: 0.037 (1.764)
957 / 5005	Time: 2.419 (1.764)
958 / 5005	Time: 0.037 (1.762)
959 / 5005	Time: 2.217 (1.763)
960 / 5005	Time: 0.039 (1.761)
961 / 5005	Time: 2.518 (1.762)
962 / 5005	Time: 0.037 (1.760)
963 / 5005	Time: 2.019 (1.760)
964 / 5005	Time: 0.038 (1.759)
965 / 5005	Time: 2.269 (1.759)
966 / 5005	Time: 0.037 (1.757)
967 / 5005	Time: 1.522 (1.757)
968 / 5005	Time: 0.038 (1.755)
969 / 5005	Time: 1.367 (1.755)
970 / 5005	Time: 0.036 (1.753)
971 / 5005	Time: 1.869 (1.753)
972 / 5005	Time: 0.040 (1.752)
973 / 5005	Time: 2.469 (1.752)
974 / 5005	Time: 0.038 (1.750)
975 / 5005	Time: 2.419 (1.751)
976 / 5005	Time: 0.037 (1.749)
977 / 5005	Time: 2.223 (1.750)
978 / 5005	Time: 0.038 (1.748)
979 / 5005	Time: 2.267 (1.749)
980 / 5005	Time: 0.037 (1.747)
981 / 5005	Time: 2.469 (1.748)
982 / 5005	Time: 0.036 (1.746)
983 / 5005	Time: 2.419 (1.747)
984 / 5005	Time: 0.038 (1.745)
985 / 5005	Time: 2.269 (1.745)
986 / 5005	Time: 0.037 (1.744)
987 / 5005	Time: 2.023 (1.744)
988 / 5005	Time: 0.036 (1.742)
989 / 5005	Time: 2.157 (1.743)
990 / 5005	Time: 0.047 (1.741)
991 / 5005	Time: 2.370 (1.742)
992 / 5005	Time: 0.038 (1.740)
993 / 5005	Time: 2.069 (1.740)
994 / 5005	Time: 0.036 (1.738)
995 / 5005	Time: 2.170 (1.739)
996 / 5005	Time: 0.038 (1.737)
997 / 5005	Time: 2.170 (1.738)
998 / 5005	Time: 0.038 (1.736)
999 / 5005	Time: 1.970 (1.736)
1000 / 5005	Time: 0.038 (1.734)
1001 / 5005	Time: 1.906 (1.735)
1002 / 5005	Time: 0.102 (1.733)
1003 / 5005	Time: 2.437 (1.734)
1004 / 5005	Time: 0.038 (1.732)
1005 / 5005	Time: 2.406 (1.733)
1006 / 5005	Time: 0.037 (1.731)
1007 / 5005	Time: 2.470 (1.732)
1008 / 5005	Time: 0.039 (1.730)
1009 / 5005	Time: 2.473 (1.731)
1010 / 5005	Time: 0.038 (1.729)
1011 / 5005	Time: 2.426 (1.730)
1012 / 5005	Time: 0.038 (1.728)
1013 / 5005	Time: 2.319 (1.729)
1014 / 5005	Time: 0.038 (1.727)
1015 / 5005	Time: 2.320 (1.728)
1016 / 5005	Time: 0.038 (1.726)
1017 / 5005	Time: 2.155 (1.726)
1018 / 5005	Time: 0.102 (1.725)
1019 / 5005	Time: 2.155 (1.725)
1020 / 5005	Time: 0.252 (1.724)
1021 / 5005	Time: 2.106 (1.724)
1022 / 5005	Time: 0.353 (1.723)
1023 / 5005	Time: 2.058 (1.723)
1024 / 5005	Time: 0.103 (1.722)
1025 / 5005	Time: 2.307 (1.722)
1026 / 5005	Time: 0.253 (1.721)
1027 / 5005	Time: 1.868 (1.721)
1028 / 5005	Time: 0.039 (1.719)
1029 / 5005	Time: 2.171 (1.720)
1030 / 5005	Time: 0.038 (1.718)
1031 / 5005	Time: 2.770 (1.719)
1032 / 5005	Time: 0.039 (1.717)
1033 / 5005	Time: 2.419 (1.718)
1034 / 5005	Time: 0.039 (1.716)
1035 / 5005	Time: 2.369 (1.717)
1036 / 5005	Time: 0.039 (1.716)
1037 / 5005	Time: 2.170 (1.716)
1038 / 5005	Time: 0.038 (1.714)
1039 / 5005	Time: 2.370 (1.715)
1040 / 5005	Time: 0.039 (1.713)
1041 / 5005	Time: 2.419 (1.714)
1042 / 5005	Time: 0.037 (1.712)
1043 / 5005	Time: 2.217 (1.713)
1044 / 5005	Time: 0.036 (1.711)
1045 / 5005	Time: 2.419 (1.712)
1046 / 5005	Time: 0.036 (1.710)
1047 / 5005	Time: 2.369 (1.711)
1048 / 5005	Time: 0.038 (1.709)
1049 / 5005	Time: 1.871 (1.710)
1050 / 5005	Time: 0.036 (1.708)
1051 / 5005	Time: 3.021 (1.709)
1052 / 5005	Time: 0.039 (1.708)
1053 / 5005	Time: 2.626 (1.709)
1054 / 5005	Time: 0.038 (1.707)
1055 / 5005	Time: 3.271 (1.708)
1056 / 5005	Time: 0.039 (1.707)
1057 / 5005	Time: 2.169 (1.707)
1058 / 5005	Time: 0.036 (1.706)
1059 / 5005	Time: 2.670 (1.707)
1060 / 5005	Time: 0.039 (1.705)
1061 / 5005	Time: 2.268 (1.706)
1062 / 5005	Time: 0.038 (1.704)
1063 / 5005	Time: 2.718 (1.705)
1064 / 5005	Time: 0.036 (1.703)
1065 / 5005	Time: 2.519 (1.704)
1066 / 5005	Time: 0.038 (1.703)
1067 / 5005	Time: 2.721 (1.704)
1068 / 5005	Time: 0.039 (1.702)
1069 / 5005	Time: 2.468 (1.703)
1070 / 5005	Time: 0.037 (1.701)
1071 / 5005	Time: 2.870 (1.702)
1072 / 5005	Time: 0.039 (1.701)
1073 / 5005	Time: 2.706 (1.702)
1074 / 5005	Time: 0.038 (1.700)
1075 / 5005	Time: 2.405 (1.701)
1076 / 5005	Time: 0.037 (1.699)
1077 / 5005	Time: 2.370 (1.700)
1078 / 5005	Time: 0.036 (1.698)
1079 / 5005	Time: 1.855 (1.698)
1080 / 5005	Time: 0.037 (1.697)
1081 / 5005	Time: 2.019 (1.697)
1082 / 5005	Time: 0.038 (1.696)
1083 / 5005	Time: 2.269 (1.696)
1084 / 5005	Time: 0.039 (1.695)
1085 / 5005	Time: 2.420 (1.695)
1086 / 5005	Time: 0.037 (1.694)
1087 / 5005	Time: 2.471 (1.694)
1088 / 5005	Time: 0.039 (1.693)
1089 / 5005	Time: 2.369 (1.694)
1090 / 5005	Time: 0.038 (1.692)
1091 / 5005	Time: 2.419 (1.693)
1092 / 5005	Time: 0.039 (1.691)
1093 / 5005	Time: 2.269 (1.692)
1094 / 5005	Time: 0.039 (1.690)
1095 / 5005	Time: 2.536 (1.691)
1096 / 5005	Time: 0.038 (1.689)
1097 / 5005	Time: 2.319 (1.690)
1098 / 5005	Time: 0.039 (1.689)
1099 / 5005	Time: 1.504 (1.688)
1100 / 5005	Time: 0.039 (1.687)
1101 / 5005	Time: 1.918 (1.687)
1102 / 5005	Time: 0.036 (1.686)
1103 / 5005	Time: 1.869 (1.686)
1104 / 5005	Time: 0.039 (1.684)
1105 / 5005	Time: 2.169 (1.685)
1106 / 5005	Time: 0.039 (1.683)
1107 / 5005	Time: 2.618 (1.684)
1108 / 5005	Time: 0.038 (1.683)
1109 / 5005	Time: 2.569 (1.683)
1110 / 5005	Time: 0.038 (1.682)
1111 / 5005	Time: 2.620 (1.683)
1112 / 5005	Time: 0.038 (1.681)
1113 / 5005	Time: 2.375 (1.682)
1114 / 5005	Time: 0.039 (1.680)
1115 / 5005	Time: 2.122 (1.681)
1116 / 5005	Time: 0.038 (1.679)
1117 / 5005	Time: 2.469 (1.680)
1118 / 5005	Time: 0.036 (1.679)
1119 / 5005	Time: 2.521 (1.679)
1120 / 5005	Time: 0.042 (1.678)
1121 / 5005	Time: 2.271 (1.678)
1122 / 5005	Time: 0.038 (1.677)
1123 / 5005	Time: 2.720 (1.678)
1124 / 5005	Time: 0.039 (1.676)
1125 / 5005	Time: 2.373 (1.677)
1126 / 5005	Time: 0.038 (1.676)
1127 / 5005	Time: 2.173 (1.676)
1128 / 5005	Time: 0.038 (1.675)
1129 / 5005	Time: 1.868 (1.675)
1130 / 5005	Time: 0.036 (1.673)
1131 / 5005	Time: 2.072 (1.674)
1132 / 5005	Time: 0.036 (1.672)
1133 / 5005	Time: 2.119 (1.673)
1134 / 5005	Time: 0.037 (1.671)
1135 / 5005	Time: 1.968 (1.671)
1136 / 5005	Time: 0.038 (1.670)
1137 / 5005	Time: 1.767 (1.670)
1138 / 5005	Time: 0.036 (1.669)
1139 / 5005	Time: 1.522 (1.669)
1140 / 5005	Time: 0.038 (1.667)
1141 / 5005	Time: 2.668 (1.668)
1142 / 5005	Time: 0.038 (1.667)
1143 / 5005	Time: 2.072 (1.667)
1144 / 5005	Time: 0.038 (1.665)
1145 / 5005	Time: 2.069 (1.666)
1146 / 5005	Time: 0.039 (1.664)
1147 / 5005	Time: 2.169 (1.665)
1148 / 5005	Time: 0.039 (1.663)
1149 / 5005	Time: 2.468 (1.664)
1150 / 5005	Time: 0.037 (1.663)
1151 / 5005	Time: 2.469 (1.663)
1152 / 5005	Time: 0.038 (1.662)
1153 / 5005	Time: 2.570 (1.663)
1154 / 5005	Time: 0.038 (1.661)
1155 / 5005	Time: 2.375 (1.662)
1156 / 5005	Time: 0.036 (1.661)
1157 / 5005	Time: 2.271 (1.661)
1158 / 5005	Time: 0.037 (1.660)
1159 / 5005	Time: 2.470 (1.660)
1160 / 5005	Time: 0.038 (1.659)
1161 / 5005	Time: 2.468 (1.660)
1162 / 5005	Time: 0.037 (1.658)
1163 / 5005	Time: 2.520 (1.659)
1164 / 5005	Time: 0.038 (1.658)
1165 / 5005	Time: 2.217 (1.658)
1166 / 5005	Time: 0.036 (1.657)
1167 / 5005	Time: 2.368 (1.657)
1168 / 5005	Time: 0.036 (1.656)
1169 / 5005	Time: 2.370 (1.657)
1170 / 5005	Time: 0.038 (1.655)
1171 / 5005	Time: 2.470 (1.656)
1172 / 5005	Time: 0.039 (1.655)
1173 / 5005	Time: 2.520 (1.655)
1174 / 5005	Time: 0.037 (1.654)
1175 / 5005	Time: 2.726 (1.655)
1176 / 5005	Time: 0.038 (1.653)
1177 / 5005	Time: 2.519 (1.654)
1178 / 5005	Time: 0.036 (1.653)
1179 / 5005	Time: 3.070 (1.654)
1180 / 5005	Time: 0.038 (1.653)
1181 / 5005	Time: 2.426 (1.653)
1182 / 5005	Time: 0.038 (1.652)
1183 / 5005	Time: 2.368 (1.653)
1184 / 5005	Time: 0.036 (1.651)
1185 / 5005	Time: 2.171 (1.652)
1186 / 5005	Time: 0.038 (1.650)
1187 / 5005	Time: 2.419 (1.651)
1188 / 5005	Time: 0.038 (1.650)
1189 / 5005	Time: 2.718 (1.650)
1190 / 5005	Time: 0.038 (1.649)
1191 / 5005	Time: 2.419 (1.650)
1192 / 5005	Time: 0.038 (1.648)
1193 / 5005	Time: 2.533 (1.649)
1194 / 5005	Time: 0.037 (1.648)
1195 / 5005	Time: 2.456 (1.648)
1196 / 5005	Time: 0.045 (1.647)
1197 / 5005	Time: 2.169 (1.648)
1198 / 5005	Time: 0.039 (1.646)
1199 / 5005	Time: 3.483 (1.648)
1200 / 5005	Time: 0.038 (1.646)
1201 / 5005	Time: 2.417 (1.647)
1202 / 5005	Time: 0.037 (1.646)
1203 / 5005	Time: 2.456 (1.646)
1204 / 5005	Time: 0.038 (1.645)
1205 / 5005	Time: 2.018 (1.645)
1206 / 5005	Time: 0.038 (1.644)
1207 / 5005	Time: 2.619 (1.645)
1208 / 5005	Time: 0.038 (1.643)
1209 / 5005	Time: 2.471 (1.644)
1210 / 5005	Time: 0.039 (1.643)
1211 / 5005	Time: 2.417 (1.643)
1212 / 5005	Time: 0.038 (1.642)
1213 / 5005	Time: 2.269 (1.643)
1214 / 5005	Time: 0.040 (1.641)
1215 / 5005	Time: 2.205 (1.642)
1216 / 5005	Time: 0.038 (1.640)
1217 / 5005	Time: 2.318 (1.641)
1218 / 5005	Time: 0.039 (1.640)
1219 / 5005	Time: 2.684 (1.641)
1220 / 5005	Time: 0.037 (1.639)
1221 / 5005	Time: 2.255 (1.640)
1222 / 5005	Time: 0.038 (1.638)
1223 / 5005	Time: 2.673 (1.639)
1224 / 5005	Time: 0.036 (1.638)
1225 / 5005	Time: 2.369 (1.639)
1226 / 5005	Time: 0.037 (1.637)
1227 / 5005	Time: 2.469 (1.638)
1228 / 5005	Time: 0.039 (1.637)
1229 / 5005	Time: 2.367 (1.637)
1230 / 5005	Time: 0.038 (1.636)
1231 / 5005	Time: 2.618 (1.637)
1232 / 5005	Time: 0.038 (1.635)
1233 / 5005	Time: 2.372 (1.636)
1234 / 5005	Time: 0.036 (1.635)
1235 / 5005	Time: 2.618 (1.636)
1236 / 5005	Time: 0.038 (1.634)
1237 / 5005	Time: 2.733 (1.635)
1238 / 5005	Time: 0.038 (1.634)
1239 / 5005	Time: 2.487 (1.635)
1240 / 5005	Time: 0.038 (1.633)
1241 / 5005	Time: 2.205 (1.634)
1242 / 5005	Time: 0.036 (1.632)
1243 / 5005	Time: 2.368 (1.633)
1244 / 5005	Time: 0.039 (1.632)
1245 / 5005	Time: 2.273 (1.632)
1246 / 5005	Time: 0.038 (1.631)
1247 / 5005	Time: 2.418 (1.632)
1248 / 5005	Time: 0.037 (1.630)
1249 / 5005	Time: 2.473 (1.631)
1250 / 5005	Time: 0.039 (1.630)
1251 / 5005	Time: 2.263 (1.630)
1252 / 5005	Time: 0.038 (1.629)
1253 / 5005	Time: 2.269 (1.629)
1254 / 5005	Time: 0.038 (1.628)
1255 / 5005	Time: 2.720 (1.629)
1256 / 5005	Time: 0.038 (1.628)
1257 / 5005	Time: 2.631 (1.629)
1258 / 5005	Time: 0.036 (1.627)
1259 / 5005	Time: 1.919 (1.628)
1260 / 5005	Time: 0.038 (1.626)
1261 / 5005	Time: 2.305 (1.627)
1262 / 5005	Time: 0.036 (1.626)
1263 / 5005	Time: 2.319 (1.626)
1264 / 5005	Time: 0.037 (1.625)
1265 / 5005	Time: 2.470 (1.626)
1266 / 5005	Time: 0.038 (1.624)
1267 / 5005	Time: 2.218 (1.625)
1268 / 5005	Time: 0.039 (1.624)
1269 / 5005	Time: 2.270 (1.624)
1270 / 5005	Time: 0.036 (1.623)
1271 / 5005	Time: 2.220 (1.623)
1272 / 5005	Time: 0.036 (1.622)
1273 / 5005	Time: 2.168 (1.622)
1274 / 5005	Time: 0.038 (1.621)
1275 / 5005	Time: 1.867 (1.621)
1276 / 5005	Time: 0.036 (1.620)
1277 / 5005	Time: 1.618 (1.620)
1278 / 5005	Time: 0.036 (1.619)
1279 / 5005	Time: 1.570 (1.619)
1280 / 5005	Time: 0.036 (1.618)
1281 / 5005	Time: 2.069 (1.618)
1282 / 5005	Time: 0.038 (1.617)
1283 / 5005	Time: 2.269 (1.617)
1284 / 5005	Time: 0.038 (1.616)
1285 / 5005	Time: 2.027 (1.616)
1286 / 5005	Time: 0.042 (1.615)
1287 / 5005	Time: 2.269 (1.616)
1288 / 5005	Time: 0.038 (1.614)
1289 / 5005	Time: 2.469 (1.615)
1290 / 5005	Time: 0.036 (1.614)
1291 / 5005	Time: 2.570 (1.615)
1292 / 5005	Time: 0.039 (1.613)
1293 / 5005	Time: 2.620 (1.614)
1294 / 5005	Time: 0.039 (1.613)
1295 / 5005	Time: 2.168 (1.613)
1296 / 5005	Time: 0.037 (1.612)
1297 / 5005	Time: 2.319 (1.613)
1298 / 5005	Time: 0.038 (1.611)
1299 / 5005	Time: 1.918 (1.612)
1300 / 5005	Time: 0.039 (1.611)
1301 / 5005	Time: 1.918 (1.611)
1302 / 5005	Time: 0.038 (1.610)
1303 / 5005	Time: 2.219 (1.610)
1304 / 5005	Time: 0.038 (1.609)
1305 / 5005	Time: 2.269 (1.609)
1306 / 5005	Time: 0.036 (1.608)
1307 / 5005	Time: 2.520 (1.609)
1308 / 5005	Time: 0.039 (1.608)
1309 / 5005	Time: 1.618 (1.608)
1310 / 5005	Time: 0.038 (1.606)
1311 / 5005	Time: 2.169 (1.607)
1312 / 5005	Time: 0.038 (1.606)
1313 / 5005	Time: 2.519 (1.606)
1314 / 5005	Time: 0.036 (1.605)
1315 / 5005	Time: 2.419 (1.606)
1316 / 5005	Time: 0.037 (1.605)
1317 / 5005	Time: 2.370 (1.605)
1318 / 5005	Time: 0.036 (1.604)
1319 / 5005	Time: 2.369 (1.605)
1320 / 5005	Time: 0.038 (1.603)
1321 / 5005	Time: 1.969 (1.604)
1322 / 5005	Time: 0.036 (1.602)
1323 / 5005	Time: 2.419 (1.603)
1324 / 5005	Time: 0.038 (1.602)
1325 / 5005	Time: 2.319 (1.602)
1326 / 5005	Time: 0.038 (1.601)
1327 / 5005	Time: 2.169 (1.602)
1328 / 5005	Time: 0.039 (1.600)
1329 / 5005	Time: 2.069 (1.601)
1330 / 5005	Time: 0.038 (1.600)
1331 / 5005	Time: 2.055 (1.600)
1332 / 5005	Time: 0.152 (1.599)
1333 / 5005	Time: 2.156 (1.599)
1334 / 5005	Time: 0.202 (1.598)
1335 / 5005	Time: 2.315 (1.599)
1336 / 5005	Time: 0.040 (1.598)
1337 / 5005	Time: 2.719 (1.599)
1338 / 5005	Time: 0.039 (1.597)
1339 / 5005	Time: 1.610 (1.597)
1340 / 5005	Time: 0.403 (1.596)
1341 / 5005	Time: 1.855 (1.597)
1342 / 5005	Time: 0.722 (1.596)
1343 / 5005	Time: 1.855 (1.596)
1344 / 5005	Time: 0.754 (1.596)
1345 / 5005	Time: 1.854 (1.596)
1346 / 5005	Time: 0.553 (1.595)
1347 / 5005	Time: 2.305 (1.596)
1348 / 5005	Time: 0.502 (1.595)
1349 / 5005	Time: 1.703 (1.595)
1350 / 5005	Time: 0.652 (1.594)
1351 / 5005	Time: 1.454 (1.594)
1352 / 5005	Time: 1.452 (1.594)
1353 / 5005	Time: 1.254 (1.594)
1354 / 5005	Time: 1.705 (1.594)
1355 / 5005	Time: 0.352 (1.593)
1356 / 5005	Time: 2.104 (1.593)
1357 / 5005	Time: 0.502 (1.592)
1358 / 5005	Time: 2.157 (1.593)
1359 / 5005	Time: 0.252 (1.592)
1360 / 5005	Time: 2.257 (1.592)
1361 / 5005	Time: 0.252 (1.591)
1362 / 5005	Time: 2.555 (1.592)
1363 / 5005	Time: 0.602 (1.591)
1364 / 5005	Time: 1.755 (1.591)
1365 / 5005	Time: 0.453 (1.591)
1366 / 5005	Time: 1.956 (1.591)
1367 / 5005	Time: 0.502 (1.590)
1368 / 5005	Time: 1.824 (1.590)
1369 / 5005	Time: 0.036 (1.589)
1370 / 5005	Time: 2.206 (1.590)
1371 / 5005	Time: 0.252 (1.589)
1372 / 5005	Time: 2.355 (1.589)
1373 / 5005	Time: 0.352 (1.588)
1374 / 5005	Time: 2.209 (1.589)
1375 / 5005	Time: 0.352 (1.588)
1376 / 5005	Time: 2.154 (1.588)
1377 / 5005	Time: 0.453 (1.587)
1378 / 5005	Time: 2.054 (1.588)
1379 / 5005	Time: 0.352 (1.587)
1380 / 5005	Time: 2.254 (1.587)
1381 / 5005	Time: 0.252 (1.586)
1382 / 5005	Time: 2.306 (1.587)
1383 / 5005	Time: 0.352 (1.586)
1384 / 5005	Time: 2.556 (1.587)
1385 / 5005	Time: 0.201 (1.586)
1386 / 5005	Time: 2.306 (1.586)
1387 / 5005	Time: 0.253 (1.585)
1388 / 5005	Time: 2.206 (1.586)
1389 / 5005	Time: 0.204 (1.585)
1390 / 5005	Time: 2.056 (1.585)
1391 / 5005	Time: 0.300 (1.584)
1392 / 5005	Time: 1.856 (1.584)
1393 / 5005	Time: 0.452 (1.583)
1394 / 5005	Time: 1.706 (1.584)
1395 / 5005	Time: 0.703 (1.583)
1396 / 5005	Time: 1.704 (1.583)
1397 / 5005	Time: 0.602 (1.582)
1398 / 5005	Time: 2.206 (1.583)
